study,home_id,e_id,a_id,start,stop,area_id_1,area_id_2,area_str_1,area_str_2
OHSU-CART,1111,0,24,18/7/2018 15:22,18/7/2018 15:22,23,29,Kitchen 1,Living Room 1
OHSU-CART,1111,0,24,18/7/2018 15:22,18/7/2018 15:22,19,33,Hallway 1,Office 1
OHSU-CART,1111,0,24,18/7/2018 15:22,18/7/2018 15:22,13,19,Dining Room 1,Hallway 1
OHSU-CART,1111,0,24,18/7/2018 15:22,18/7/2018 15:22,19,29,Hallway 1,Living Room 1
OHSU-CART,1111,0,24,18/7/2018 15:22,18/7/2018 15:22,19,63,Hallway 1,Sensor Line
OHSU-CART,1111,0,24,18/7/2018 15:22,18/7/2018 15:22,13,57,Dining Room 1,Back Door
OHSU-CART,1111,0,25,18/7/2018 15:22,18/7/2018 15:22,1,4,Bathroom 1,Bedroom 1
OHSU-CART,1111,0,25,18/7/2018 15:22,18/7/2018 15:22,2,19,Bathroom 2,Hallway 1
OHSU-CART,1111,0,25,18/7/2018 15:22,18/7/2018 15:22,4,19,Bedroom 1,Hallway 1
OHSU-CART,1111,0,25,18/7/2018 15:22,18/7/2018 15:22,5,19,Bedroom 2,Hallway 1
OHSU-CART,1111,0,25,18/7/2018 15:22,18/7/2018 15:22,13,19,Dining Room 1,Hallway 1
OHSU-CART,1111,0,25,18/7/2018 15:22,18/7/2018 15:22,19,29,Hallway 1,Living Room 1
OHSU-CART,1111,0,25,18/7/2018 15:22,18/7/2018 15:22,19,33,Hallway 1,Office 1
OHSU-CART,1111,0,25,18/7/2018 15:22,18/7/2018 15:22,19,63,Hallway 1,Sensor Line
OHSU-CART,1111,0,25,18/7/2018 15:22,18/7/2018 15:22,29,56,Living Room 1,Front Door
OHSU-CART,1111,0,25,18/7/2018 15:22,18/7/2018 15:22,13,23,Dining Room 1,Kitchen 1
OHSU-CART,1111,0,25,18/7/2018 15:22,18/7/2018 15:22,23,29,Kitchen 1,Living Room 1
OHSU-CART,1111,0,25,18/7/2018 15:22,18/7/2018 15:22,29,61,Living Room 1,Garage Door
OHSU-CART,1111,0,25,18/7/2018 15:22,18/7/2018 15:22,13,57,Dining Room 1,Back Door
OHSU-CART,1111,0,26,18/7/2018 15:22,18/7/2018 15:22,13,19,Dining Room 1,Hallway 1
OHSU-CART,1111,0,26,18/7/2018 15:22,18/7/2018 15:22,13,23,Dining Room 1,Kitchen 1
OHSU-CART,1111,0,26,18/7/2018 15:22,18/7/2018 15:22,13,57,Dining Room 1,Back Door
OHSU-CART,1111,0,26,18/7/2018 15:22,18/7/2018 15:22,29,56,Living Room 1,Front Door
OHSU-CART,1111,0,26,18/7/2018 15:22,18/7/2018 15:22,2,19,Bathroom 2,Hallway 1
OHSU-CART,1111,0,26,18/7/2018 15:22,18/7/2018 15:22,4,19,Bedroom 1,Hallway 1
OHSU-CART,1111,0,26,18/7/2018 15:22,18/7/2018 15:22,5,19,Bedroom 2,Hallway 1
OHSU-CART,1111,0,26,18/7/2018 15:22,18/7/2018 15:22,19,29,Hallway 1,Living Room 1
OHSU-CART,1111,0,26,18/7/2018 15:22,18/7/2018 15:22,19,63,Hallway 1,Sensor Line
OHSU-CART,1111,0,26,18/7/2018 15:22,18/7/2018 15:22,19,33,Hallway 1,Office 1
OHSU-CART,1111,0,26,18/7/2018 15:22,18/7/2018 15:22,1,4,Bathroom 1,Bedroom 1
OHSU-CART,1111,0,26,18/7/2018 15:22,18/7/2018 15:22,29,61,Living Room 1,Garage Door
OHSU-CART,1111,0,26,18/7/2018 15:22,18/7/2018 15:22,23,29,Kitchen 1,Living Room 1
OHSU-CART,1111,0,27,18/7/2018 15:22,18/7/2018 15:22,29,61,Living Room 1,Garage Door
OHSU-CART,1111,0,27,18/7/2018 15:22,18/7/2018 15:22,2,19,Bathroom 2,Hallway 1
OHSU-CART,1111,0,27,18/7/2018 15:22,18/7/2018 15:22,4,19,Bedroom 1,Hallway 1
OHSU-CART,1111,0,27,18/7/2018 15:22,18/7/2018 15:22,5,19,Bedroom 2,Hallway 1
OHSU-CART,1111,0,27,18/7/2018 15:22,18/7/2018 15:22,13,19,Dining Room 1,Hallway 1
OHSU-CART,1111,0,27,18/7/2018 15:22,18/7/2018 15:22,19,63,Hallway 1,Sensor Line
OHSU-CART,1111,0,27,18/7/2018 15:22,18/7/2018 15:22,19,33,Hallway 1,Office 1
OHSU-CART,1111,0,27,18/7/2018 15:22,18/7/2018 15:22,19,29,Hallway 1,Living Room 1
OHSU-CART,1111,0,27,18/7/2018 15:22,18/7/2018 15:22,13,57,Dining Room 1,Back Door
OHSU-CART,1111,0,27,18/7/2018 15:22,18/7/2018 15:22,23,29,Kitchen 1,Living Room 1
OHSU-CART,1111,0,27,18/7/2018 15:22,18/7/2018 15:22,29,56,Living Room 1,Front Door
OHSU-CART,1111,0,27,18/7/2018 15:22,18/7/2018 15:22,1,4,Bathroom 1,Bedroom 1
OHSU-CART,1111,0,27,18/7/2018 15:22,18/7/2018 15:22,13,23,Dining Room 1,Kitchen 1
OHSU-CART,1111,0,28,18/7/2018 15:22,18/7/2018 15:22,5,19,Bedroom 2,Hallway 1
OHSU-CART,1111,0,28,18/7/2018 15:22,18/7/2018 15:22,2,19,Bathroom 2,Hallway 1
OHSU-CART,1111,0,28,18/7/2018 15:22,18/7/2018 15:22,23,29,Kitchen 1,Living Room 1
OHSU-CART,1111,0,28,18/7/2018 15:22,18/7/2018 15:22,19,29,Hallway 1,Living Room 1
OHSU-CART,1111,0,28,18/7/2018 15:22,18/7/2018 15:22,29,61,Living Room 1,Garage Door
OHSU-CART,1111,0,28,18/7/2018 15:22,18/7/2018 15:22,29,56,Living Room 1,Front Door
OHSU-CART,1111,0,28,18/7/2018 15:22,18/7/2018 15:22,19,63,Hallway 1,Sensor Line
OHSU-CART,1111,0,28,18/7/2018 15:22,18/7/2018 15:22,19,33,Hallway 1,Office 1
OHSU-CART,1111,0,28,18/7/2018 15:22,18/7/2018 15:22,13,57,Dining Room 1,Back Door
OHSU-CART,1111,0,28,18/7/2018 15:22,18/7/2018 15:22,1,4,Bathroom 1,Bedroom 1
OHSU-CART,1111,0,28,18/7/2018 15:22,18/7/2018 15:22,13,19,Dining Room 1,Hallway 1
OHSU-CART,1111,0,28,18/7/2018 15:22,18/7/2018 15:22,13,23,Dining Room 1,Kitchen 1
OHSU-CART,1111,0,28,18/7/2018 15:22,18/7/2018 15:22,4,19,Bedroom 1,Hallway 1
OHSU-CART,1111,0,29,18/7/2018 15:22,18/7/2018 15:22,19,63,Hallway 1,Sensor Line
OHSU-CART,1111,0,29,18/7/2018 15:22,18/7/2018 15:22,5,19,Bedroom 2,Hallway 1
OHSU-CART,1111,0,29,18/7/2018 15:22,18/7/2018 15:22,19,33,Hallway 1,Office 1
OHSU-CART,1111,0,29,18/7/2018 15:22,18/7/2018 15:22,13,19,Dining Room 1,Hallway 1
OHSU-CART,1111,0,29,18/7/2018 15:22,18/7/2018 15:22,13,57,Dining Room 1,Back Door
OHSU-CART,1111,0,29,18/7/2018 15:22,18/7/2018 15:22,13,23,Dining Room 1,Kitchen 1
OHSU-CART,1111,0,29,18/7/2018 15:22,18/7/2018 15:22,2,19,Bathroom 2,Hallway 1
OHSU-CART,1111,0,29,18/7/2018 15:22,18/7/2018 15:22,4,19,Bedroom 1,Hallway 1
OHSU-CART,1111,0,29,18/7/2018 15:22,18/7/2018 15:22,19,29,Hallway 1,Living Room 1
OHSU-CART,1111,0,29,18/7/2018 15:22,18/7/2018 15:22,29,56,Living Room 1,Front Door
OHSU-CART,1111,0,29,18/7/2018 15:22,18/7/2018 15:22,1,4,Bathroom 1,Bedroom 1
OHSU-CART,1111,0,29,18/7/2018 15:22,18/7/2018 15:22,23,29,Kitchen 1,Living Room 1
OHSU-CART,1111,0,29,18/7/2018 15:22,18/7/2018 15:22,29,61,Living Room 1,Garage Door
OHSU-CART,1111,0,30,18/7/2018 15:22,18/7/2018 15:22,19,63,Hallway 1,Sensor Line
OHSU-CART,1111,0,30,18/7/2018 15:22,18/7/2018 15:22,5,19,Bedroom 2,Hallway 1
OHSU-CART,1111,0,30,18/7/2018 15:22,18/7/2018 15:22,23,29,Kitchen 1,Living Room 1
OHSU-CART,1111,0,30,18/7/2018 15:22,18/7/2018 15:22,19,29,Hallway 1,Living Room 1
OHSU-CART,1111,0,30,18/7/2018 15:22,18/7/2018 15:22,29,56,Living Room 1,Front Door
OHSU-CART,1111,0,30,18/7/2018 15:22,18/7/2018 15:22,29,61,Living Room 1,Garage Door
OHSU-CART,1111,0,30,18/7/2018 15:22,18/7/2018 15:22,13,19,Dining Room 1,Hallway 1
OHSU-CART,1111,0,30,18/7/2018 15:22,18/7/2018 15:22,13,23,Dining Room 1,Kitchen 1
OHSU-CART,1111,0,30,18/7/2018 15:22,18/7/2018 15:22,13,57,Dining Room 1,Back Door
OHSU-CART,1111,0,30,18/7/2018 15:22,18/7/2018 15:22,19,33,Hallway 1,Office 1
OHSU-CART,1111,0,30,18/7/2018 15:22,18/7/2018 15:22,1,4,Bathroom 1,Bedroom 1
OHSU-CART,1111,0,30,18/7/2018 15:22,18/7/2018 15:22,2,19,Bathroom 2,Hallway 1
OHSU-CART,1111,0,30,18/7/2018 15:22,18/7/2018 15:22,4,19,Bedroom 1,Hallway 1
OHSU-CART,1111,0,31,18/7/2018 15:21,18/7/2018 15:22,13,23,Dining Room 1,Kitchen 1
OHSU-CART,1111,0,31,18/7/2018 15:21,18/7/2018 15:22,23,29,Kitchen 1,Living Room 1
OHSU-CART,1111,0,31,18/7/2018 15:21,18/7/2018 15:22,2,19,Bathroom 2,Hallway 1
OHSU-CART,1111,0,31,18/7/2018 15:21,18/7/2018 15:22,4,19,Bedroom 1,Hallway 1
OHSU-CART,1111,0,31,18/7/2018 15:21,18/7/2018 15:22,5,19,Bedroom 2,Hallway 1
OHSU-CART,1111,0,31,18/7/2018 15:21,18/7/2018 15:22,19,33,Hallway 1,Office 1
OHSU-CART,1111,0,31,18/7/2018 15:21,18/7/2018 15:22,13,19,Dining Room 1,Hallway 1
OHSU-CART,1111,0,31,18/7/2018 15:21,18/7/2018 15:22,19,29,Hallway 1,Living Room 1
OHSU-CART,1111,0,31,18/7/2018 15:21,18/7/2018 15:22,19,63,Hallway 1,Sensor Line
OHSU-CART,1111,0,31,18/7/2018 15:21,18/7/2018 15:22,13,57,Dining Room 1,Back Door
OHSU-CART,1111,0,31,18/7/2018 15:21,18/7/2018 15:22,29,56,Living Room 1,Front Door
OHSU-CART,1111,0,31,18/7/2018 15:21,18/7/2018 15:22,1,4,Bathroom 1,Bedroom 1
OHSU-CART,1111,0,31,18/7/2018 15:21,18/7/2018 15:22,29,61,Living Room 1,Garage Door
OHSU-CART,1111,0,32,18/7/2018 15:21,18/7/2018 15:21,4,19,Bedroom 1,Hallway 1
OHSU-CART,1111,0,32,18/7/2018 15:21,18/7/2018 15:21,1,4,Bathroom 1,Bedroom 1
OHSU-CART,1111,0,32,18/7/2018 15:21,18/7/2018 15:21,29,56,Living Room 1,Front Door
OHSU-CART,1111,0,32,18/7/2018 15:21,18/7/2018 15:21,13,23,Dining Room 1,Kitchen 1
OHSU-CART,1111,0,32,18/7/2018 15:21,18/7/2018 15:21,23,29,Kitchen 1,Living Room 1
OHSU-CART,1111,0,32,18/7/2018 15:21,18/7/2018 15:21,2,19,Bathroom 2,Hallway 1
OHSU-CART,1111,0,32,18/7/2018 15:21,18/7/2018 15:21,19,63,Hallway 1,Sensor Line
OHSU-CART,1111,0,32,18/7/2018 15:21,18/7/2018 15:21,29,61,Living Room 1,Garage Door
OHSU-CART,1111,0,32,18/7/2018 15:21,18/7/2018 15:21,13,57,Dining Room 1,Back Door
OHSU-CART,1111,0,32,18/7/2018 15:21,18/7/2018 15:21,5,19,Bedroom 2,Hallway 1
OHSU-CART,1111,0,32,18/7/2018 15:21,18/7/2018 15:21,19,29,Hallway 1,Living Room 1
OHSU-CART,1111,0,32,18/7/2018 15:21,18/7/2018 15:21,13,19,Dining Room 1,Hallway 1
OHSU-CART,1111,0,33,18/7/2018 15:21,18/7/2018 15:21,23,29,Kitchen 1,Living Room 1
OHSU-CART,1111,0,33,18/7/2018 15:21,18/7/2018 15:21,19,29,Hallway 1,Living Room 1
OHSU-CART,1111,0,33,18/7/2018 15:21,18/7/2018 15:21,29,56,Living Room 1,Front Door
OHSU-CART,1111,0,33,18/7/2018 15:21,18/7/2018 15:21,29,61,Living Room 1,Garage Door
OHSU-CART,1111,0,33,18/7/2018 15:21,18/7/2018 15:21,19,63,Hallway 1,Sensor Line
OHSU-CART,1111,0,33,18/7/2018 15:21,18/7/2018 15:21,5,19,Bedroom 2,Hallway 1
OHSU-CART,1111,0,33,18/7/2018 15:21,18/7/2018 15:21,2,19,Bathroom 2,Hallway 1
OHSU-CART,1111,0,33,18/7/2018 15:21,18/7/2018 15:21,4,19,Bedroom 1,Hallway 1
OHSU-CART,1111,0,33,18/7/2018 15:21,18/7/2018 15:21,13,19,Dining Room 1,Hallway 1
OHSU-CART,1111,0,33,18/7/2018 15:21,18/7/2018 15:21,13,23,Dining Room 1,Kitchen 1
OHSU-CART,1111,0,33,18/7/2018 15:21,18/7/2018 15:21,1,4,Bathroom 1,Bedroom 1
OHSU-CART,1111,0,33,18/7/2018 15:21,18/7/2018 15:21,13,57,Dining Room 1,Back Door
OHSU-CART,1111,0,34,18/7/2018 15:21,18/7/2018 15:21,13,19,Dining Room 1,Hallway 1
OHSU-CART,1111,0,34,18/7/2018 15:21,18/7/2018 15:21,13,23,Dining Room 1,Kitchen 1
OHSU-CART,1111,0,34,18/7/2018 15:21,18/7/2018 15:21,19,63,Hallway 1,Sensor Line
OHSU-CART,1111,0,34,18/7/2018 15:21,18/7/2018 15:21,23,29,Kitchen 1,Living Room 1
OHSU-CART,1111,0,34,18/7/2018 15:21,18/7/2018 15:21,19,29,Hallway 1,Living Room 1
OHSU-CART,1111,0,34,18/7/2018 15:21,18/7/2018 15:21,29,61,Living Room 1,Garage Door
OHSU-CART,1111,0,34,18/7/2018 15:21,18/7/2018 15:21,29,56,Living Room 1,Front Door
OHSU-CART,1111,0,34,18/7/2018 15:21,18/7/2018 15:21,5,19,Bedroom 2,Hallway 1
OHSU-CART,1111,0,34,18/7/2018 15:21,18/7/2018 15:21,1,4,Bathroom 1,Bedroom 1
OHSU-CART,1111,0,34,18/7/2018 15:21,18/7/2018 15:21,2,19,Bathroom 2,Hallway 1
OHSU-CART,1111,0,34,18/7/2018 15:21,18/7/2018 15:21,4,19,Bedroom 1,Hallway 1
OHSU-CART,1111,0,35,18/7/2018 15:20,18/7/2018 15:21,1,4,Bathroom 1,Bedroom 1
OHSU-CART,1111,0,35,18/7/2018 15:20,18/7/2018 15:21,4,19,Bedroom 1,Hallway 1
OHSU-CART,1111,0,35,18/7/2018 15:20,18/7/2018 15:21,19,63,Hallway 1,Sensor Line
OHSU-CART,1111,0,35,18/7/2018 15:20,18/7/2018 15:21,13,19,Dining Room 1,Hallway 1
OHSU-CART,1111,0,35,18/7/2018 15:20,18/7/2018 15:21,13,23,Dining Room 1,Kitchen 1
OHSU-CART,1111,0,35,18/7/2018 15:20,18/7/2018 15:21,23,29,Kitchen 1,Living Room 1
OHSU-CART,1111,0,35,18/7/2018 15:20,18/7/2018 15:21,29,56,Living Room 1,Front Door
OHSU-CART,1111,0,35,18/7/2018 15:20,18/7/2018 15:21,5,19,Bedroom 2,Hallway 1
OHSU-CART,1111,0,35,18/7/2018 15:20,18/7/2018 15:21,2,19,Bathroom 2,Hallway 1
OHSU-CART,1111,0,35,18/7/2018 15:20,18/7/2018 15:21,19,29,Hallway 1,Living Room 1
OHSU-CART,1111,0,36,18/7/2018 15:20,18/7/2018 15:20,4,19,Bedroom 1,Hallway 1
OHSU-CART,1111,0,36,18/7/2018 15:20,18/7/2018 15:20,23,29,Kitchen 1,Living Room 1
OHSU-CART,1111,0,36,18/7/2018 15:20,18/7/2018 15:20,19,29,Hallway 1,Living Room 1
OHSU-CART,1111,0,36,18/7/2018 15:20,18/7/2018 15:20,29,56,Living Room 1,Front Door
OHSU-CART,1111,0,36,18/7/2018 15:20,18/7/2018 15:20,19,63,Hallway 1,Sensor Line
OHSU-CART,1111,0,36,18/7/2018 15:20,18/7/2018 15:20,13,19,Dining Room 1,Hallway 1
OHSU-CART,1111,0,36,18/7/2018 15:20,18/7/2018 15:20,13,23,Dining Room 1,Kitchen 1
OHSU-CART,1111,0,36,18/7/2018 15:20,18/7/2018 15:20,5,19,Bedroom 2,Hallway 1
OHSU-CART,1111,0,36,18/7/2018 15:20,18/7/2018 15:20,2,19,Bathroom 2,Hallway 1
OHSU-CART,1111,0,37,18/7/2018 15:20,18/7/2018 15:20,13,23,Dining Room 1,Kitchen 1
OHSU-CART,1111,0,37,18/7/2018 15:20,18/7/2018 15:20,23,29,Kitchen 1,Living Room 1
OHSU-CART,1111,0,37,18/7/2018 15:20,18/7/2018 15:20,13,19,Dining Room 1,Hallway 1
OHSU-CART,1111,0,37,18/7/2018 15:20,18/7/2018 15:20,19,63,Hallway 1,Sensor Line
OHSU-CART,1111,0,37,18/7/2018 15:20,18/7/2018 15:20,5,19,Bedroom 2,Hallway 1
OHSU-CART,1111,0,37,18/7/2018 15:20,18/7/2018 15:20,29,56,Living Room 1,Front Door
OHSU-CART,1111,0,37,18/7/2018 15:20,18/7/2018 15:20,4,19,Bedroom 1,Hallway 1
OHSU-CART,1111,0,37,18/7/2018 15:20,18/7/2018 15:20,19,29,Hallway 1,Living Room 1
OHSU-CART,1111,0,38,18/7/2018 15:20,18/7/2018 15:20,19,63,Hallway 1,Sensor Line
OHSU-CART,1111,0,38,18/7/2018 15:20,18/7/2018 15:20,5,19,Bedroom 2,Hallway 1
OHSU-CART,1111,0,38,18/7/2018 15:20,18/7/2018 15:20,13,23,Dining Room 1,Kitchen 1
OHSU-CART,1111,0,38,18/7/2018 15:20,18/7/2018 15:20,23,29,Kitchen 1,Living Room 1
OHSU-CART,1111,0,38,18/7/2018 15:20,18/7/2018 15:20,13,19,Dining Room 1,Hallway 1
OHSU-CART,1111,0,38,18/7/2018 15:20,18/7/2018 15:20,29,56,Living Room 1,Front Door
OHSU-CART,1111,0,38,18/7/2018 15:20,18/7/2018 15:20,19,29,Hallway 1,Living Room 1
OHSU-CART,1111,0,39,18/7/2018 15:20,18/7/2018 15:20,23,29,Kitchen 1,Living Room 1
OHSU-CART,1111,0,39,18/7/2018 15:20,18/7/2018 15:20,19,29,Hallway 1,Living Room 1
OHSU-CART,1111,0,39,18/7/2018 15:20,18/7/2018 15:20,29,56,Living Room 1,Front Door
OHSU-CART,1111,0,39,18/7/2018 15:20,18/7/2018 15:20,13,19,Dining Room 1,Hallway 1
OHSU-CART,1111,0,39,18/7/2018 15:20,18/7/2018 15:20,13,23,Dining Room 1,Kitchen 1
OHSU-CART,1111,0,39,18/7/2018 15:20,18/7/2018 15:20,19,63,Hallway 1,Sensor Line
OHSU-CART,1111,0,40,18/7/2018 15:20,18/7/2018 15:20,13,19,Dining Room 1,Hallway 1
OHSU-CART,1111,0,40,18/7/2018 15:20,18/7/2018 15:20,19,29,Hallway 1,Living Room 1
OHSU-CART,1111,0,40,18/7/2018 15:20,18/7/2018 15:20,29,56,Living Room 1,Front Door
OHSU-CART,1111,0,40,18/7/2018 15:20,18/7/2018 15:20,23,29,Kitchen 1,Living Room 1
OHSU-CART,1111,0,40,18/7/2018 15:20,18/7/2018 15:20,13,23,Dining Room 1,Kitchen 1
OHSU-CART,1111,0,41,18/7/2018 15:19,18/7/2018 15:20,23,29,Kitchen 1,Living Room 1
OHSU-CART,1111,0,41,18/7/2018 15:19,18/7/2018 15:20,19,29,Hallway 1,Living Room 1
OHSU-CART,1111,0,41,18/7/2018 15:19,18/7/2018 15:20,29,56,Living Room 1,Front Door
OHSU-CART,1111,0,41,18/7/2018 15:19,18/7/2018 15:20,13,23,Dining Room 1,Kitchen 1
OHSU-CART,1111,0,42,18/7/2018 15:19,18/7/2018 15:19,19,29,Hallway 1,Living Room 1
OHSU-CART,1111,0,42,18/7/2018 15:19,18/7/2018 15:19,23,29,Kitchen 1,Living Room 1
OHSU-CART,1111,0,42,18/7/2018 15:19,18/7/2018 15:19,29,56,Living Room 1,Front Door
OHSU-CART,1111,0,43,18/7/2018 15:19,18/7/2018 15:19,19,29,Hallway 1,Living Room 1
OHSU-CART,1111,0,43,18/7/2018 15:19,18/7/2018 15:19,29,56,Living Room 1,Front Door
OHSU-CART,1111,0,44,18/7/2018 15:19,18/7/2018 15:19,29,56,Living Room 1,Front Door
